ma_san_pham,so_sao,ma_khach_hang
222600052,5,806
204100054,5,2534
422209322,5,1139
318900005,5,1685
318900019,2,561
422212097,4,3338
422204259,5,34
204900056,5,1449
422208181,3,61
422205164,5,2324
422211447,5,217
318900012,5,90
249500028,5,2198
318900012,3,51
422211447,5,133
422204910,5,1074
422206648,5,213
422204659,5,3401
200900037,5,23
422205809,5,1377
308500037,5,2342
422207812,5,1244
249500013,5,1193
422217292,5,1214
422205162,5,710
100230056,5,701
100230056,5,663
100230064,5,686
422216098,5,2300
223600010,4,3335
422203809,5,2682
293500006,5,1415
422216594,5,35
422203807,5,2690
422220606,5,139
200500095,4,2943
223600032,5,1392
308500037,5,2395
422211195,5,1411
245500001,5,2255
243300007,5,317
249500013,5,157
422207414,5,218
100230059,5,795
422211446,4,188
223600035,5,795
365000011,4,2336
256700011,5,361
345800003,5,1163
422205160,5,712
422205160,5,2438
422209444,5,632
422210980,5,217
422204259,5,349
422209443,4,812
200400004,5,802
422204259,5,315
422206537,5,480
422205160,5,2399
365000016,4,4033
224100009,5,1244
100230057,5,795
422200305,5,231
422220469,5,577
422202253,5,1895
205100146,5,203
205100136,5,240
308500009,5,2399
365000012,5,2793
204100003,5,2536
422208975,5,415
422216416,2,132
422200306,5,1403
422207417,5,3644
422211489,5,319
204100054,5,2540
225200015,5,2221
225200013,5,3606
205100146,5,83
100230056,5,46
422205346,5,2702
422203671,5,3400
223600026,5,297
422212871,5,3579
308500037,5,2437
422205160,5,2452
422215804,5,1226
204900159,5,1442
308500015,5,679
422205181,5,2774
422216416,5,549
422218283,3,3405
205100137,5,332
308500037,5,2425
422205162,5,1025
204100019,5,1031
422215804,5,494
422216487,5,1693
345800001,5,345
249500013,5,847
100240016,5,1738
422206537,4,2522
211300008,4,256
256700012,5,3688
100230059,5,708
422216602,3,1830
256700017,5,4009
358700005,5,1157
422217292,5,1221
422215804,4,692
422205164,5,1035
422205820,5,3527
204100019,5,176
100150059,5,548
308500013,5,2372
422207414,5,2215
100240016,5,395
422204904,5,1071
422207414,5,176
100230064,5,689
308500009,5,2442
100750038,3,2835
422210400,4,846
422205163,5,2396
422205162,5,1295
200500293,5,2940
245500009,4,2262
422209706,5,2926
422203145,5,2001
308500018,5,2345
422205164,5,698
100230059,5,772
422211446,5,267
100230057,5,716
200400003,3,753
422208973,5,165
422207423,3,1143
205100137,4,199
100220035,5,1748
204100054,5,2524
308500037,5,2404
418800002,5,139
422205163,5,2361
422211549,5,1505
422202362,5,2608
205100136,5,238
308500013,5,703
422205163,5,2362
100230056,3,753
100150067,5,3013
205100146,4,260
308500037,5,689
200400004,5,689
308500009,5,2385
422205181,5,3815
100160021,5,3942
422208807,4,170
422206043,5,3679
422205163,5,2436
422210957,5,3283
422203145,5,2000
308500015,5,2357
365000011,5,4041
201600074,5,529
308500037,5,2426
422214146,5,1568
422204259,5,152
422204259,5,70
422211501,5,413
422206537,5,689
204100019,5,2501
200400004,5,700
422203776,5,2697
412800003,5,1175
205100136,5,207
100230057,5,750
422203506,5,3150
256700011,4,46
422215804,5,1157
357100008,5,2075
245500001,5,1402
357100011,1,3153
422205164,5,2411
422208807,5,204
201600019,5,3358
422208807,5,156
100210014,5,1728
422203645,5,2190
422203809,5,2653
245500010,4,69
245500001,4,325
422206648,5,133
308500013,5,2430
422206648,5,321
422207866,4,51
345800002,4,1794
100230064,5,764
100230057,5,782
100230059,4,726
422206537,5,698
245500002,5,1377
204100054,5,673
422211276,5,2715
308500004,5,2349
422220606,5,1078
204100019,5,2391
422205160,4,792
422216449,5,2572
422204904,5,270
422205164,5,1023
422205160,5,2386
422209707,5,2930
422200306,5,1372
422207413,5,2069
204100003,5,2548
422201504,5,1106
200400004,5,732
224100009,4,1815
318900019,5,55
308500015,5,2438
308500004,5,705
100190059,5,1433
422220469,5,1382
422218283,5,1426
422216990,5,849
204900004,2,74
100240016,5,632
422208977,5,165
204100018,5,2551
422203776,5,1881
422205160,5,2410
100230059,5,813
204900056,5,148
422208975,5,376
248700102,5,4415
205100146,4,364
422209703,5,1641
200500095,5,2952
204900145,5,1239
204900128,5,1440
422215804,5,1196
204900145,5,1266
207300009,5,2461
308500009,5,2307
422207795,5,2929
422217972,5,2935
422209705,5,1157
308500037,5,2461
308500015,5,2445
308500004,1,531
204100054,5,270
422208977,5,388
318900019,5,1693
422209717,5,2926
422205160,5,348
422218631,5,23
422210980,5,1473
222600057,5,3349
205100146,4,294
422205162,5,2405
422207413,5,2020
308500004,5,2408
200400003,5,34
422203146,5,1348
249500007,5,1224
100230056,5,673
422207865,5,1150
224100029,1,2752
422214321,5,832
204100054,5,1023
422208807,4,171
422208807,4,188
100230057,5,667
422205160,5,2449
422207562,5,1115
422211447,4,367
422218098,5,2931
100230059,5,771
365000017,5,812
422205807,5,4203
204900013,1,2484
422204259,5,331
422208807,5,274
377400001,5,2255
225300001,5,3501
422216594,5,713
422209048,4,1963
100220035,5,1482
422205163,5,2354
204100054,5,1034
422214134,5,4018
201600166,5,29
422205163,5,681
422208807,5,107
422202362,5,3150
204100019,5,2554
422203302,5,2651
201600144,5,2227
422205160,5,2319
422216602,1,1827
204900159,5,1476
223600048,5,3682
308500037,5,2452
200400004,5,713
308500018,5,2310
308500004,5,2387
249500021,5,256
100230057,5,681
422210980,5,1443
422204259,5,144
422211489,4,3118
422206537,5,670
243300007,5,2684
422216602,5,1834
422204259,5,283
422211447,5,265
308500013,5,2339
100230057,5,815
422216416,5,548
249500013,5,1217
308500013,5,701
100180113,5,1698
422216594,4,818
422203146,4,2194
422212097,5,3318
422211447,5,370
422216990,4,844
422216602,5,529
422220469,5,326
422211195,5,1405
200400004,5,716
422200305,4,1051
422204259,5,288
308500013,5,679
308500009,5,2394
201600198,2,26
293500006,5,1419
422205162,5,2325
249500027,5,2002
422208976,5,373
223600010,5,3316
422216594,5,650
422218629,3,1143
213300058,1,760
249500001,5,1809
249500021,5,1798
422208807,5,332
422204259,4,325
100220037,4,3300
422208974,5,405
100230059,4,748
422218746,5,3602
422212331,5,1235
204100019,5,2510
422211446,5,230
422210980,3,1402
204000033,4,217
204100054,5,705
100230056,5,758
422202362,3,220
365000017,4,4034
204100019,5,2515
204100019,5,2549
422200236,5,702
422217292,5,1183
422208976,5,395
204900013,5,493
100160021,5,3217
249500019,5,2031
100230064,3,753
100220035,5,1728
200900037,5,1146
207500007,5,2590
213300003,5,3981
422218283,5,1405
422212100,4,24
308500018,5,2372
213300016,5,170
253900004,5,1324
293500006,5,1411
100230069,5,833
422209720,5,1157
422208807,5,280
100150058,1,2297
249500028,5,2214
422203145,5,1999
422206648,5,150
205100137,5,349
422203302,5,2643
204100054,5,2541
422207413,5,2035
253900003,5,853
422218283,5,1406
422212333,5,1238
100230064,5,46
422203282,5,661
204900056,1,1368
422211446,5,318
422208807,4,310
422217972,5,396
422211447,2,3805
200400003,5,751
422209671,5,140
422206648,5,163
422204259,5,182
422211231,5,256
422205164,5,2429
318900002,5,2835
223600034,5,3328
100230059,5,678
205100136,5,173
422206648,5,107
422217292,5,1190
422217992,5,2931
223600035,1,1782
422208345,4,4045
205100137,5,243
343100024,5,196
422208807,5,343
308500018,5,2370
200500095,5,1531
422209717,5,2924
200900037,5,1142
345800027,4,2190
224100019,5,1671
422203302,5,2641
422203776,4,2678
200400004,5,361
253900003,5,106
422211446,5,208
422205160,5,117
422207413,5,2030
422217971,5,2931
365000017,5,1109
225200013,5,3608
422203300,5,2644
422205163,5,2337
308500015,2,61
422207792,5,2928
200400004,4,738
100240016,5,1762
422214146,5,995
422211446,4,201
422207414,4,2194
422206648,5,118
422206537,5,805
422211446,5,254
422211447,4,219
422206648,4,107
422205160,5,2367
205100146,5,138
308500004,5,2333
200400004,2,60
205100137,4,171
422211446,3,202
422205346,5,3135
422204884,5,1105
422204910,5,1064
204900128,5,1499
205100136,5,125
223600026,5,1798
422205160,5,2341
422205162,5,2413
422214148,5,788
249500027,5,2058
422209053,5,1808
345800009,5,4238
422211446,5,138
223600034,2,3325
422202253,5,2424
422203976,5,2998
204100003,5,1457
422208975,5,165
345800001,5,320
253900006,5,270
422205160,5,691
245500001,5,1809
308500013,5,2394
422217480,4,388
249500019,5,1741
100150066,5,305
251900024,5,2236
422205181,5,3229
422208181,5,601
205100137,5,120
345800009,5,297
422201090,5,3578
100150058,5,2306
308500018,5,2336
100230069,5,233
223600009,4,3333
422203809,5,2699
422205163,5,1031
422206421,3,1234
100230056,5,802
422205163,5,2399
422215804,5,1159
422211447,5,233
308500037,5,2335
422202253,5,2403
100190059,5,274
422205163,4,1786
422211447,5,346
318900011,4,55
422200342,5,1686
318900005,5,1698
422209444,5,4209
308500018,5,685
422203301,5,62
422216416,5,480
422205163,5,711
308500013,5,2335
331300023,5,3975
422206648,5,243
253900004,5,1318
204100054,5,2495
226200018,5,3643
422214321,5,849
422211446,4,365
422211446,5,252
248700034,5,2749
205100146,5,369
253900004,5,1309
422201504,5,1097
253900004,5,1344
422204259,5,286
211300007,5,653
205100136,5,226
100240016,4,1708
422211446,5,172
422202629,5,3534
422208974,5,421
422210400,4,220
318900011,4,102
249500007,5,1167
100230059,5,665
204100013,5,1982
422207865,5,1153
223600026,5,1978
343100029,5,394
422210980,2,1988
205100137,5,148
422210980,5,1435
422200306,5,1368
207300009,5,3675
422204259,4,317
422200305,5,1396
422207413,5,2009
100230057,5,724
100230059,5,679
205100137,5,353
200500293,5,2953
422211489,5,1219
422208975,5,395
422204795,1,2410
100230059,5,719
422206537,5,665
308500009,5,2340
293500006,5,1405
308500004,5,2347
422207826,5,1382
100220010,4,1882
308500037,5,2413
204100019,5,2552
422204027,5,839
200400004,5,701
318900005,5,1682
422200305,4,1378
422205346,5,3599
422216594,4,641
422210980,5,1444
308500037,5,2318
205100146,5,183
100190059,5,1468
308500013,5,2410
422206537,5,710
318900012,5,1
223600035,5,3125
422212100,5,610
422206537,5,703
422210784,5,1466
204100054,5,2494
422204795,5,208
422208981,5,3619
422205163,5,2438
204100054,5,480
422211446,5,280
422205162,5,2332
422208807,5,285
205100146,5,77
253900006,5,602
422205160,5,680
422205637,5,1630
100150059,5,1879
422216416,3,552
422219400,5,4224
100230064,5,772
422205164,5,2427
422211640,5,1243
422206972,5,3207
224100007,5,3805
308500037,5,2370
422207812,5,1942
422204259,5,309
308500004,5,697
422202253,5,2309
422208807,3,113
422215804,5,1178
204100019,2,4336
422216416,5,545
100230064,5,409
422207283,5,2223
422204259,4,361
422203146,5,2188
225200013,5,3605
327500002,5,860
201600182,5,3703
243300007,5,2700
100230057,3,804
204100054,5,2393
308500015,2,3711
422205162,5,1895
308500018,5,2416
308500015,5,672
100220010,5,3654
422204902,5,1741
343100041,5,1815
200400004,5,720
351700026,5,178
422220469,5,1391
204900005,4,1291
422205162,5,2314
253900004,5,813
365000020,4,4033
204100054,5,2346
422204027,3,218
100230056,5,700
422208807,5,276
422205160,5,2363
422216594,5,715
422211447,5,357
422207413,5,2070
248700035,4,2760
100230057,5,669
422203145,5,1980
308500009,2,1033
318900012,5,61
343700002,5,619
422206042,3,343
422206101,5,3275
422212892,5,2285
422211640,5,1
308500015,5,1031
249500013,5,1167
200400003,5,666
422200236,5,699
422208977,5,407
308500004,5,2404
422204259,5,164
248700035,5,2744
100230064,5,705
422205162,5,674
249500007,4,225
422206042,5,3669
253900005,5,1630
422209636,5,106
422216594,5,785
245500009,5,2263
422211276,5,2725
308500037,3,2401
422212330,5,2473
422205163,5,2423
422209443,5,4209
422206972,5,124
422205160,5,2392
308500004,5,2449
422202253,5,2318
422216602,5,1826
422203145,5,2006
422210784,5,1456
422205162,5,2418
422207417,5,491
205100146,4,251
100150059,3,2291
422211878,5,1331
249500007,4,1170
422211878,5,776
205100146,5,205
422205160,5,672
308500015,5,1022
422203145,5,2028
308500009,5,2441
204900128,5,1487
204100054,5,1025
422200236,5,687
256700017,5,468
412800003,5,1320
217300001,5,2121
308500037,5,788
308500009,5,2391
249500027,5,2001
422211447,5,138
365000011,5,812
422206648,4,206
422206648,5,194
308500004,5,2309
422202253,5,2372
422208807,5,309
422217292,5,1195
422205162,5,687
422216594,4,773
205100146,5,311
422211447,4,188
422205163,5,2312
422216594,5,374
205100137,5,107
308500009,5,2357
205100146,5,157
422206043,4,1733
422209795,5,3397
223600040,5,3686
308500015,5,2412
422211446,5,271
422207812,5,1939
422211183,5,1072
100230064,5,298
205100136,5,273
422214342,5,746
422204906,5,1067
205100136,5,311
422204904,5,1072
422211640,5,1230
422210954,5,3283
422203901,5,3814
205100146,5,303
223600048,5,230
200400003,5,637
293500043,4,1409
100220037,1,1061
205100146,5,345
358300003,5,83
205100146,5,298
200500283,5,2952
422210980,5,1456
422205163,5,2349
308500013,5,2328
422205162,5,140
422203145,4,1524
422220080,3,3204
422207413,5,1351
205100146,5,140
422205162,5,2319
248700035,5,2754
422205162,5,2346
205100137,5,203
422205805,5,4204
422215804,5,1184
422203809,4,2691
249500019,5,2069
422203145,5,1979
200400004,5,374
205100146,5,121
204900159,5,1471
422211195,5,1412
318900002,2,837
422205164,5,2358
422207414,5,2196
253900004,5,1304
422204904,5,1052
422203449,3,2490
308500009,5,1024
422209706,5,1641
224100009,5,1788
308500037,5,1837
422216416,5,144
200400004,5,760
422200632,5,790
422208807,5,357
422208807,5,125
205100137,5,165
422205163,5,2331
205100136,5,339
422206103,4,46
205100136,5,264
204900004,4,1483
422208807,5,70
422208807,4,190
422207151,5,1157
422204028,1,842
422218631,4,1154
256700002,5,3593
422216416,5,528
422206648,5,130
249500027,4,1085
422207794,5,1949
422209663,5,1376
422215804,5,425
200500293,5,2937
422218746,5,3612
213300003,3,1626
422209094,5,3764
204900056,5,1472
422207147,5,2929
422206102,5,3276
422207414,5,2212
249500019,5,1621
249500021,4,2186
248700035,3,2739
100210023,5,1907
422218629,4,1155
422207413,5,2065
223600026,5,3119
204900159,5,1466
205100136,5,161
422204259,5,146
422207148,5,2926
249500021,5,521
308500013,5,2427
331300023,5,727
422200305,1,1390
422211446,4,187
308500015,5,2353
422210980,5,1498
204100018,3,4214
293500006,5,1430
422211447,5,315
422210784,5,1470
100230057,5,701
422203146,5,2189
422218101,5,1524
249500019,1,2044
100220009,5,3091
204100019,5,2360
243300007,4,79
422203776,5,624
318900002,5,2646
100230064,5,170
422203145,5,1989
422205808,5,138
200400003,5,681
224100008,5,2764
422201092,5,792
422207149,5,2925
422202253,5,1033
422211878,3,1313
100230059,5,806
308500015,5,2370
422211447,4,128
377400002,5,3508
200400003,5,786
422219400,5,3644
204900128,5,1268
422207792,5,2927
422205164,5,2381
308500004,5,140
249500001,5,1109
308500004,5,2452
422211195,5,234
422212097,5,3342
422202253,5,2350
308500015,5,1295
422205162,5,2312
422206043,5,348
308500004,5,2324
422218631,5,1153
223600026,5,2463
422208156,4,2274
200400003,5,735
422216416,3,488
204900004,5,1175
422218358,5,825
100220037,5,1317
422205162,3,1440
308500037,5,2359
223600034,5,1875
345800001,5,3096
205100146,4,167
204900056,3,1453
422204259,5,160
318900011,5,94
308500018,5,709
201600072,4,1566
422206537,5,2327
222600006,5,1109
422204777,4,1266
422211195,5,1413
422206648,5,236
365000013,5,1109
308500004,5,840
422210980,5,1353
422203146,5,2209
318900009,5,2984
422204259,5,271
201600072,5,3939
422207794,5,2924
100230069,5,2588
308500009,5,2416
422205164,5,2329
422212330,5,2996
422211549,3,1507
100240016,5,1739
293500043,3,1408
318900011,5,7
200400003,5,36
100230064,5,698
422211640,5,1240
248700055,5,2744
422208807,5,298
422204259,4,229
100230059,5,763
207300009,5,3662
422205163,4,792
422208977,5,411
422215804,5,1181
422207147,5,2928
422211548,5,1517
422205162,5,788
422209443,5,2172
422206035,1,1553
422209703,5,2924
422207413,5,1997
422205163,5,2402
422205163,5,1033
308500018,5,2408
211300002,5,243
205100146,5,263
422208807,4,361
100240016,5,1587
100220009,5,3674
422204910,5,334
308500015,5,2461
100230059,5,147
224100009,5,1871
422207413,5,2004
422218631,5,1138
422204028,5,849
422211489,5,3116
422210980,4,1481
422202253,5,176
204000033,5,4282
422204259,5,200
200400004,1,4249
422214146,5,1549
371600006,5,154
249500004,5,602
200400003,5,811
422202253,5,2463
205100136,5,354
100230059,5,799
223600026,5,3130
223600010,5,178
365000020,5,4036
422214146,4,220
200400004,5,670
100750038,5,2140
422204259,5,122
422207413,5,2037
422208975,5,401
249500027,5,1988
308500004,5,2361
422204795,3,1202
422206537,5,2538
422203809,5,2695
100210014,5,1736
422206648,4,257
422218746,5,3599
100230056,5,269
204100019,5,2370
213300003,5,1621
422207793,5,2928
422202362,5,2684
422207414,5,281
422215666,5,2281
422203809,4,789
422211276,5,2744
422203807,5,319
422203807,5,2659
249500021,5,808
308500013,5,2393
245500002,4,2262
422204904,5,551
422216098,5,2296
308500015,5,2322
343100029,5,278
422200182,5,2694
248700042,5,2722
249500013,5,1222
422211446,2,360
207300009,5,3658
422203145,5,1184
422217292,5,1188
100230057,5,700
422205932,5,3083
223600035,5,188
422211549,5,1515
200400003,5,694
422220606,5,270
422212331,5,1246
100220009,4,3300
308500037,5,1023
223600026,5,121
422210047,4,1109
204100018,5,1021
422200236,5,694
422218100,5,1191
100220009,5,3654
249500019,5,2023
100250033,5,3566
249500013,1,1402
100230064,3,804
422209444,5,4212
253900004,5,88
422202569,3,2094
422214146,5,1566
422206537,5,2548
422208977,5,396
249500007,5,1196
207500007,5,2584
422211878,5,550
422207150,5,2930
100210014,5,3655
100220035,5,1736
422207826,5,326
377400001,5,3428
422214134,5,4019
422208972,5,414
204100054,5,2557
308500015,5,704
308500037,5,2442
223600034,5,139
422211447,4,251
422203809,2,2658
422205163,5,1027
205100137,5,284
422211183,3,1089
422208975,4,416
422211447,5,339
308500009,5,701
422201504,5,1093
100230064,5,732
422220081,3,3204
422206648,5,270
422217292,4,225
308500004,5,2342
308500018,5,2425
422206042,4,3300
422204777,5,4047
223600035,5,632
422204259,5,211
422206035,5,1514
100230059,5,764
100230064,5,756
422204259,5,107
308500015,5,694
422212360,5,3643
422205160,5,2455
256700001,5,325
422213308,3,3959
422205346,5,2684
422205160,5,2424
422205160,5,2370
422218629,4,1147
200400003,4,762
422214340,5,2330
204900159,5,107
308500015,5,1010
422202151,5,3501
308500004,5,2339
386000014,5,3504
223600009,5,3218
204100019,5,2541
256700002,3,1680
422205162,5,2466
200400004,5,758
308500018,5,2396
422204027,5,843
422211183,5,1052
422202253,5,2360
204900013,5,447
422206648,5,17
422208976,5,407
207500002,5,3219
201600019,5,529
204900056,5,529
100220010,5,1158
207300009,4,3668
422208974,5,400
422204910,4,595
249500007,5,1173
422206537,5,2492
200400004,5,752
245500010,5,2256
204900159,5,274
422203510,5,2171
422203300,5,1381
422208328,5,1362
204900004,5,1436
422211183,3,1085
422211489,5,3129
422210146,5,805
422200306,5,860
422205162,5,2442
422200002,1,168
204900159,5,812
422204259,3,362
308500009,5,2312
253900003,5,1327
343100041,1,2733
100230064,5,745
422202253,5,680
205100136,2,112
422203301,5,2642
223600026,5,3134
100190059,5,1470
308500018,5,2430
422215804,5,101
422209634,1,1763
200400003,5,764
249500019,5,2004
422206101,5,3050
308500004,5,2327
249500028,4,618
422204947,4,1239
422202253,5,2416
204100019,5,2551
422208807,5,341
200400004,5,747
422214146,5,140
422210980,5,1478
308500009,5,2324
200400003,5,776
345800001,4,1402
422207812,5,1944
422207562,5,1101
308500004,5,2462
308500037,5,2313
100240016,5,1191
223600026,4,3118
422211640,5,1242
422207414,5,2209
100220035,5,805
100220035,5,1763
100210014,5,618
211300007,5,1550
223600026,5,3116
223600034,1,3228
422202569,5,2106
204900159,5,543
422209444,4,812
422204795,5,952
357100011,3,220
422206421,5,1561
422205162,5,2399
422205346,5,3602
422215665,4,2280
204100019,5,665
422206972,5,3206
253900003,5,1330
422207150,5,2929
422204259,5,228
422216594,5,688
422215804,3,792
422204904,5,1065
100230064,5,669
249500007,5,425
422216990,4,846
422207865,5,1142
422211446,4,317
308100018,5,1627
249500021,5,2215
308500018,5,443
308500001,5,2613
422202253,5,654
100150058,5,548
100220035,5,1732
422202253,4,792
249500013,5,1173
377400002,5,2955
200400004,5,756
422205811,5,4203
422206043,5,1713
308500018,5,2386
422203776,5,317
422205160,5,2310
201600074,5,3358
422205810,5,4202
248700042,5,3766
422202253,5,706
222600057,5,1953
100230056,4,742
422211447,5,312
308500015,5,1219
100180148,5,2223
100190059,5,1473
422206537,5,2353
422220469,5,1387
100230056,5,760
422211446,4,364
310100003,4,2140
422208972,5,399
422210980,5,1268
205100146,4,224
422203807,5,2688
422214134,5,4021
100230057,4,820
422203807,5,2696
248700102,4,4287
377400002,5,2891
223600039,3,1114
422210956,5,740
308500009,5,1027
308100018,5,2736
422211501,5,2106
100190059,5,1471
100230059,5,794
422206537,5,1032
200400003,5,147
422208976,5,418
422211231,5,4198
204900004,5,1442
422210980,5,1433
422208242,4,1271
422208807,5,370
422202569,5,2088
422216594,5,700
205100146,5,17
204900056,4,1451
422217292,5,1201
293500006,5,1406
422210784,5,1446
422203807,1,2679
207300009,5,3677
422212333,5,1232
422215804,5,1208
204900009,5,1282
204100003,5,2549
422200236,5,709
205100137,3,113
249500027,5,2009
207300009,3,343
422202253,5,1036
100230056,2,634
422208976,5,397
422205162,5,2435
422212331,5,1231
204100019,5,489
308500037,5,1377
422211878,5,1201
422216603,5,1277
357100011,5,3158
422209443,5,2154
422211446,5,297
422200306,1,3527
327500002,5,1624
422202569,4,1176
422216416,5,519
422206537,5,270
200400004,5,685
100230057,5,789
100230059,5,749
100220035,4,1794
422203146,5,2215
100240016,5,1109
422204906,5,1055
422211447,5,358
308500009,5,2330
100220010,5,1809
318900005,4,1701
422205164,4,2433
200400003,5,767
422207413,4,2075
249500014,5,269
200400004,5,721
205100136,5,183
204900004,5,217
308500018,5,2322
249500028,5,2204
422206648,5,234
345800015,4,317
200400003,5,718
422206042,5,3673
100220037,5,1737
223600009,5,3336
422204884,5,1115
377400001,5,2467
422200236,5,21
223600026,3,2998
205100137,5,304
245500002,5,2251
205100136,5,232
308500013,5,2385
100190059,5,408
248700035,5,204
422203510,3,2440
422203809,1,727
318900011,5,71
204900004,5,869
422203809,3,1573
422205160,5,2340
422216594,5,754
422205163,5,2429
293500043,5,234
422208974,1,2291
224100009,5,1379
249500013,4,1194
200500283,5,2940
422202253,5,1018
422220469,5,1372
308500015,5,2377
422203776,5,2674
422203809,5,1881
422222535,5,1235
422216416,5,551
248700105,4,4287
422206537,5,2397
422207417,5,3841
249500019,3,1972
422211447,5,107
422200236,5,1031
100230057,1,768
253900003,5,1322
422211240,5,1133
100220035,5,1764
204100019,5,1030
422207826,4,1373
422204657,5,1111
365000020,5,2938
422209706,5,2924
308500018,5,686
205100137,5,231
422203776,5,242
204900056,3,1480
422208972,5,376
205100146,5,288
308500009,5,48
422207629,5,3643
207500007,5,632
422217029,5,1416
100230059,5,699
293500043,5,790
204900056,5,107
100190183,5,3133
422203146,5,2212
422206103,5,3050
205100137,5,175
308500009,5,2369
204900004,5,1477
422205162,5,2387
422204259,5,184
204900024,5,792
100220009,4,3672
231100005,5,83
422205181,4,1239
422206648,2,112
308500018,5,2359
422211447,5,252
100160021,5,3944
223600010,5,220
422203776,4,2661
422202362,5,3157
318900005,5,1266
204100019,5,1027
422209444,5,792
204900159,5,1475
365000019,4,4039
308500015,5,702
422205163,5,2443
422205162,5,691
253900006,5,635
365000017,5,2795
245500001,5,2247
293500006,5,790
422211240,5,1135
422203809,1,1969
308500018,5,1033
422220606,4,1086
422205804,5,1377
211300002,5,2176
249500013,5,1190
100230064,5,719
422210784,5,408
422206043,4,1469
308500018,5,1022
308500037,5,2391
100220010,5,3664
422209443,5,137
308500013,5,2459
422202216,5,4026
214000001,3,376
100150059,5,168
422218746,5,604
422215804,5,1189
422211446,5,258
422202253,5,2373
205100137,4,149
422201448,5,1693
422205164,5,2398
245500009,5,2247
422210980,5,1496
422202253,5,2313
422211446,4,358
422204259,5,274
422216990,2,2772
243300007,4,2689
422216416,1,540
422208181,4,1621
422216594,5,757
243300007,5,2699
422202253,4,2444
422203146,5,2208
422208157,5,2272
422204576,5,1174
308500009,5,698
422208345,5,4044
308500013,5,2347
418800004,5,1764
422205162,5,2445
100230057,5,776
100210023,5,1915
318900011,5,72
365000014,5,2938
249500013,5,1183
422205162,4,2444
422208973,5,384
422202580,5,3429
422205163,5,2403
205100146,5,196
422212361,5,2077
100250032,2,3096
204100019,1,1059
308500018,5,2429
200400003,5,653
308500018,2,2106
308500018,5,2406
205100137,5,302
422204906,5,1053
422207413,1,2043
422205162,1,1153
422214321,5,836
308500009,5,692
422205162,5,2406
308500018,5,2463
422212097,5,3319
205100136,5,300
422208807,5,216
422214321,4,853
248700102,3,2051
422200305,5,1382
200400003,5,644
204900128,2,1455
355500010,5,2867
249500019,5,1997
207500007,5,2577
223600026,5,3138
100150067,5,3009
422207791,5,2926
422206042,5,3650
204900010,5,1836
249500007,5,1193
422205807,5,1377
205100136,5,280
422218633,4,1145
422203146,5,357
422216098,5,2306
422207413,5,2079
422202629,4,666
422202153,5,4015
422207866,4,1140
422205160,5,1029
211300008,5,1206
422208328,5,1357
204900009,5,1278
201600141,3,3699
422204259,5,151
422218631,4,1155
249500021,5,2140
422208976,5,403
422218132,5,1811
308500018,5,2362
223600026,5,2150
422204259,5,121
422207413,5,2068
318900019,5,788
318900002,4,1690
422205163,5,2383
308500015,5,2368
422203301,5,220
422207810,1,3700
422211447,5,301
308500015,5,2343
204900128,5,1434
422205164,5,2169
205100146,5,210
422202253,5,703
100230064,5,761
422205806,5,4204
205100136,4,190
100180113,3,3550
200500283,5,2948
318900002,1,2431
365000014,5,894
249500027,5,1995
100150058,4,2295
422208975,5,403
422216594,3,4052
422209636,2,3
365000013,4,4034
422205160,5,2342
422204576,5,1601
204900004,5,1479
422215666,5,2277
422211183,5,1055
205100146,4,181
205100136,5,159
422208974,3,420
422212097,5,3328
422218358,5,829
422201725,2,4237
204000059,4,2304
422205162,5,1219
205100146,5,175
249500027,5,1978
204100019,5,2371
249500027,5,1987
422211446,4,244
211300007,5,297
422218629,5,1149
422205164,5,2193
422205164,5,2335
422219400,5,3837
345800015,5,543
205100136,5,152
422204231,1,3395
200400003,5,799
422203302,5,62
318900012,5,24
225200013,5,2221
201600072,5,3933
205100136,5,274
422211447,5,124
422216594,3,744
205100136,5,176
211300007,5,1549
365000020,5,271
100160021,4,3940
422200632,5,1423
422211501,5,388
422210400,1,842
422211549,4,1510
422206537,5,2557
100230059,5,817
422207149,5,2927
308500037,5,2340
422207413,5,1999
204100024,4,388
422208974,5,376
249500019,5,1973
100230057,5,803
422207413,5,2010
422212100,3,604
100230056,4,773
422206102,5,3275
422207149,5,1641
422207413,4,2078
422207812,5,1332
422205164,5,2404
422206648,5,297
422204259,3,323
100220010,5,634
422205163,5,2465
224100004,5,632
308500037,5,678
422202253,5,2383
206400019,5,1261
204100054,5,2530
308500013,5,2440
200400004,5,786
422211446,4,241
422214044,4,139
422203145,5,2069
422207283,5,1108
318900012,5,89
204100019,5,2540
308500004,5,1377
204100054,5,2503
308500037,5,2374
422218098,5,1191
422208807,5,354
422211276,1,1513
422211446,4,135
204000059,5,1806
200400004,4,657
318900005,5,1681
318900011,5,43
422210980,5,1499
308500037,5,2454
422208975,5,384
422204884,5,1107
100240016,5,745
308500009,5,2440
204100079,5,2534
422204259,5,357
358700005,5,3582
422218132,5,1807
100230070,5,297
371600006,4,831
248700003,5,2749
200400004,5,667
224100019,5,2182
422212331,5,1229
205100136,5,316
422206648,5,249
201600198,4,3938
422214134,5,632
249500028,4,1182
422211549,5,1518
422200342,5,1001
308500013,5,2365
422206648,1,209
422204906,5,1056
422205162,5,2363
249500019,5,2082
351700026,5,2523
422207562,5,1098
253900003,5,1324
